Run Number,Comment
2114,"Calibration run (PPS trigger, 0dB attenuation, surface, 1.8mus time offset)"
2115,"Calibration run (PPS trigger, 0dB attenuation, surface, 2.0mus time offset)"
2129,
2130,
2131,
2132,
2133,
2134,
2135,
2136,
2137,
2138,
2139,
2140,
2141,
2142,
2143,
2144,
2145,
2146,
2147,
2148,
2149,
2225,Trigger Rate > 2
2267,Trigger Rate > 2
2268,bermtop pulsing
2269,bermtop pulsing
2270,bermtop pulsing
2297,
5011,"Namespace(frequency=1, duration=10, comment='Test calibration run. Fiber1 5 dB', host='st22', config='stationrc/remote_control/conf/acq.calib.cfg', filename=None, eventbrowser=False, plot=False, calib_channel='fiber1', calib_type='pulser', enable_calib=True, attenuation=5.0, trigger=['flower'])"
5013,Test run after daq swap
5014,Test run after daq swap
5015,Test run after daq swap
5016,Test run after daq swap
5017,Test run after daq swap
5018,Test run after daq swap
5019,Test run after daq swap
5020,Test run after daq swap
5021,Test run after daq swap
5022,Test run after daq swap
5023,Test run after daq swap
5024,Test run after daq swap
240000,Test run after daq swap
240001,Test run after daq swap
240002,Test run after daq swap
240003,Test run after daq swap
240004,Test run after daq swap
240005,Test run after daq swap
240006,Test run after daq swap
240007,Test run after daq swap
240008,Test run after daq swap
240009,Test run after daq swap
240010,Test run after daq swap
240011,Test run after daq swap
240012,Test run after daq swap
240013,Test run after daq swap
240014,Test run after daq swap
240015,Test run after daq swap
240016,Test run after daq swap
240017,Test run after daq swap
240018,Test run after daq swap
240019,Test run after daq swap
240020,Test run after daq swap
240021,Test run after daq swap
240022,Test run after daq swap
240023,Test run after daq swap
240024,Test run after daq swap
240025,Test run after daq swap
240026,Test run after daq swap
240027,Test run after daq swap
240028,Test run after daq swap
240029,Test run after daq swap
240030,Test run after daq swap
240031,Test run after daq swap
240032,Test run after daq swap
240033,Test run after daq swap
240034,Test run after daq swap
240035,Test run after daq swap
240036,Test run after daq swap
240037,Test run after daq swap
240038,Test run after daq swap
240039,Test run after daq swap
240040,Test run after daq swap
240041,Test run after daq swap
240042,Test run after daq swap
240043,Test run after daq swap
240044,Test run after daq swap
240045,Test run after daq swap
240046,Test run after daq swap
240047,Test run after daq swap
240048,Test run after daq swap
240049,Test run after daq swap
240050,Test run after daq swap
240051,Test run after daq swap
240052,Test run after daq swap
240053,Test run after daq swap
240054,Test run after daq swap
240055,Test run after daq swap
240056,Test run after daq swap
240057,Test run after daq swap
240058,Test run after daq swap
240059,Test run after daq swap
240060,Test run after daq swap
240061,Test run after daq swap
240062,Test run after daq swap
240063,Test run after daq swap
240064,Test run after daq swap
240065,Test run after daq swap
240066,Test run after daq swap
240067,Test run after daq swap
240068,Test run after daq swap
240069,Test run after daq swap
240070,Test run after daq swap
240071,Test run after daq swap
240072,Test run after daq swap
240073,Test run after daq swap
240074,Test run after daq swap
240075,Test run after daq swap
240076,Test run after daq swap
240077,Test run after daq swap
240078,Test run after daq swap
240079,Test run after daq swap
240080,Test run after daq swap
240081,Test run after daq swap
240082,Test run after daq swap
240083,Test run after daq swap
240084,Test run after daq swap
240085,Test run after daq swap
240086,Test run after daq swap
240087,Test run after daq swap
240088,Test run after daq swap
240089,Test run after daq swap
240090,Test run after daq swap
240091,Test run after daq swap
240092,Test run after daq swap
240093,Test run after daq swap
240094,Test run after daq swap
240098,Trigger Rate > 2
240103,Trigger Rate > 2
240179,Trigger Rate > 2
240180,Trigger Rate > 2
240181,Trigger Rate > 2
240255,Trigger Rate > 2
240256,Trigger Rate > 2
240279,Trigger Rate > 2
240314,Trigger Rate > 2
240323,Running LT trigger only to check if we can see the GUNK in the Saltzman hole
240325,Trigger Rate > 2
240408,fib0 sweep
240409,fib1 sweep
240432,Trigger Rate > 2
240455,coax sweep
240456,fib0 sweep
240457,fib1 sweep
240499,Trigger Rate > 2
240596,Trigger Rate > 2
240623,Trigger Rate > 2
240624,Trigger Rate > 2
240625,Trigger Rate > 2
240630,Trigger Rate > 2
240655,Trigger Rate > 2
240728,Trigger Rate > 2
240729,Trigger Rate > 2
240730,Trigger Rate > 2
240731,Trigger Rate > 2
240732,Trigger Rate > 2
240742,Trigger Rate > 2
240263,Failed RMS Check
778,Failed RMS Check
779,Failed RMS Check
2188,Failed RMS Check
2189,Failed RMS Check
780,Failed RMS Check
5012,Failed RMS Check
2197,Failed RMS Check
2210,Failed RMS Check
240163,Failed RMS Check
2223,Failed RMS Check
1586,Failed RMS Check
240822,Failed RMS Check
240570,Failed RMS Check
2236,Failed RMS Check
240199,Failed RMS Check
2249,Failed RMS Check
240331,Failed RMS Check
240465,Failed RMS Check
2262,Failed RMS Check
2266,Failed RMS Check
240474,Failed RMS Check
2271,Failed RMS Check
2275,Failed RMS Check
240357,Failed RMS Check
240487,Failed RMS Check
1008,Failed RMS Check
2288,Failed RMS Check
240370,Failed RMS Check
240500,Failed RMS Check
240510,Failed RMS Check
